invoice_id,customer_id,amount_due,currency,invoice_date,due_date,status_hint
INV-0012326,CUST-00676,3395.57,EUR,2025-06-09,2025-07-13,
INV-0012327,CUST-00268,4232.05,EUR,2025-05-19,2025-05-26,
INV-0012328,CUST-00816,893.27,EUR,2025-12-22,2026-01-05,
INV-0012329,CUST-00195,1793.90,EUR,2025-05-25,2025-06-10,
INV-0012330,CUST-00334,1798.45,EUR,2025-07-17,2025-07-29,
INV-0012331,CUST-00571,1027.41,EUR,2025-08-09,2025-08-25,
INV-0012332,CUST-00852,487.01,EUR,2025-10-01,2025-10-24,
INV-0012333,CUST-00962,658.26,EUR,2025-12-19,2026-01-18,
INV-0012334,CUST-00353,408.35,EUR,2025-01-05,2025-02-17,
INV-0012335,CUST-00684,1790.28,EUR,2025-03-09,2025-04-08,
INV-0012336,CUST-00792,749.75,EUR,2025-09-04,2025-10-02,
INV-0012337,CUST-00007,1870.57,EUR,2025-10-05,2025-11-13,
INV-0012338,CUST-00654,355.71,EUR,2025-05-21,2025-06-30,
INV-0012339,CUST-00945,901.02,EUR,2025-01-07,2025-02-11,
INV-0012340,CUST-00161,2380.52,EUR,2025-03-19,2025-04-20,
INV-0012341,CUST-00193,1067.33,EUR,2025-01-17,2025-02-04,
INV-0012342,CUST-00673,3110.60,EUR,2025-09-08,2025-10-18,
INV-0012343,CUST-00959,571.34,EUR,2025-05-08,2025-05-24,
INV-0012344,CUST-00417,2375.82,EUR,2025-08-20,2025-09-11,
INV-0012345,CUST-00250,815.52,EUR,2025-07-29,2025-08-13,
INV-0012346,CUST-00460,2263.43,EUR,2025-08-08,2025-09-12,
INV-0012347,CUST-00299,2200.37,EUR,2025-11-11,2025-12-09,
INV-0012348,CUST-00934,2557.71,EUR,2025-09-18,2025-10-02,
INV-0012349,CUST-00595,3191.07,EUR,2025-05-30,2025-06-30,
INV-0012350,CUST-00551,4849.18,EUR,2025-11-24,2025-12-30,
INV-0012351,CUST-00771,1506.40,EUR,2025-12-18,2026-01-03,
INV-0012352,CUST-01000,2897.13,EUR,2025-05-18,2025-07-02,
INV-0012353,CUST-00626,1009.72,EUR,2025-02-07,2025-02-26,
INV-0012354,CUST-00428,2470.47,EUR,2025-11-23,2025-12-31,
INV-0012355,CUST-00161,4941.54,EUR,2025-07-26,2025-08-28,
INV-0012356,CUST-00517,1340.14,EUR,2025-11-06,2025-11-13,
INV-0012357,CUST-00932,3449.39,EUR,2025-04-28,2025-05-30,
INV-0012358,CUST-00665,2142.33,EUR,2025-08-13,2025-09-21,
INV-0012359,CUST-00215,3828.12,EUR,2025-01-17,2025-02-05,
INV-0012360,CUST-00078,2014.32,EUR,2026-01-01,2026-01-21,
INV-0012361,CUST-00896,581.15,EUR,2025-08-19,2025-10-03,
INV-0012362,CUST-00016,1740.64,EUR,2025-06-04,2025-06-13,
INV-0012363,CUST-00938,1076.49,EUR,2025-12-15,2026-01-25,
INV-0012364,CUST-00227,987.59,EUR,2025-02-22,2025-03-21,
INV-0012365,CUST-00815,4865.37,EUR,2025-02-19,2025-03-30,
INV-0012366,CUST-00017,571.73,EUR,2025-07-26,2025-08-19,
INV-0012367,CUST-00554,4098.13,EUR,2025-03-22,2025-04-13,
INV-0012368,CUST-00434,719.10,EUR,2025-01-30,2025-02-13,
INV-0012369,CUST-00893,3005.11,EUR,2025-09-14,2025-10-24,
INV-0012370,CUST-00857,3480.96,EUR,2025-11-11,2025-12-11,
INV-0012371,CUST-00978,1010.04,EUR,2025-02-26,2025-03-27,
INV-0012372,CUST-00283,3885.72,EUR,2025-12-09,2025-12-31,
INV-0012373,CUST-00577,2445.92,EUR,2025-02-18,2025-03-20,
INV-0012374,CUST-00497,1268.05,EUR,2025-02-14,2025-03-13,
INV-0012375,CUST-00594,4027.16,EUR,2025-01-12,2025-02-12,
INV-0012376,CUST-00794,2160.22,EUR,2025-09-14,2025-10-17,
INV-0012377,CUST-00867,957.58,EUR,2025-07-14,2025-08-12,
INV-0012378,CUST-00062,1484.03,EUR,2025-01-20,2025-02-05,
INV-0012379,CUST-00421,4568.60,EUR,2025-12-01,2025-12-19,
INV-0012380,CUST-00830,760.58,EUR,2025-09-11,2025-10-23,
INV-0012381,CUST-00655,3045.37,EUR,2025-03-16,2025-04-13,
INV-0012382,CUST-00108,3209.72,EUR,2025-10-09,2025-10-25,
INV-0012383,CUST-00890,4793.52,EUR,2025-08-07,2025-08-20,
INV-0012384,CUST-00966,3970.77,EUR,2025-05-06,2025-06-03,
INV-0012385,CUST-00045,4779.57,EUR,2025-03-06,2025-03-17,
INV-0012386,CUST-00062,2670.36,EUR,2025-01-17,2025-01-28,
INV-0012387,CUST-00331,4338.92,EUR,2025-11-11,2025-12-25,
INV-0012388,CUST-00509,4619.99,EUR,2025-01-10,2025-02-11,
INV-0012389,CUST-00140,3560.03,EUR,2025-09-26,2025-10-07,
INV-0012390,CUST-00039,2843.44,EUR,2025-11-10,2025-12-17,
INV-0012391,CUST-00658,1801.40,EUR,2025-08-05,2025-09-14,
INV-0012392,CUST-00406,2121.08,EUR,2025-07-11,2025-07-21,
INV-0012393,CUST-00547,1111.40,EUR,2025-10-10,2025-10-22,
INV-0012394,CUST-00782,1987.10,EUR,2025-12-11,2025-12-28,
INV-0012395,CUST-00117,1490.01,EUR,2025-08-15,2025-09-05,
INV-0012396,CUST-00483,4928.91,EUR,2025-01-28,2025-03-09,
INV-0012397,CUST-00703,4869.63,EUR,2025-02-12,2025-03-08,
INV-0012398,CUST-00773,1028.53,EUR,2025-01-10,2025-01-29,
INV-0012399,CUST-00634,99.56,EUR,2025-03-21,2025-03-29,
INV-0012400,CUST-00936,307.64,EUR,2025-12-07,2026-01-08,
INV-0012401,CUST-00182,2019.13,EUR,2025-01-21,2025-02-27,
INV-0012402,CUST-00008,3180.83,EUR,2025-11-30,2025-12-25,
INV-0012403,CUST-00505,1462.81,EUR,2025-06-17,2025-07-22,
INV-0012404,CUST-00639,2641.01,EUR,2025-10-01,2025-11-10,
INV-0012405,CUST-00631,900.33,EUR,2025-04-29,2025-05-16,
INV-0012406,CUST-00473,1180.64,EUR,2025-03-02,2025-03-30,
INV-0012407,CUST-00962,911.85,EUR,2025-11-02,2025-11-22,
INV-0012408,CUST-00178,719.16,EUR,2025-08-21,2025-09-08,
INV-0012409,CUST-00988,3865.73,EUR,2025-05-12,2025-05-21,
INV-0012410,CUST-00115,1518.74,EUR,2025-12-10,2026-01-01,
INV-0012411,CUST-00564,3435.48,EUR,2025-06-01,2025-07-09,
INV-0012412,CUST-00790,4422.51,EUR,2025-05-30,2025-06-21,
INV-0012413,CUST-00657,472.32,EUR,2025-10-02,2025-11-03,
INV-0012414,CUST-00807,1590.87,EUR,2025-11-04,2025-11-28,
INV-0012415,CUST-00466,2753.09,EUR,2025-01-30,2025-03-08,
INV-0012416,CUST-00834,3164.41,EUR,2025-10-21,2025-11-08,
INV-0012417,CUST-00755,4912.55,EUR,2025-08-08,2025-08-28,
INV-0012418,CUST-00410,2084.90,EUR,2025-11-03,2025-12-13,
INV-0012419,CUST-00248,2416.30,EUR,2025-06-29,2025-07-29,
INV-0012420,CUST-00654,3265.36,EUR,2025-11-28,2025-12-06,
INV-0012421,CUST-00287,4166.32,EUR,2025-06-22,2025-08-02,
INV-0012422,CUST-00250,2721.33,EUR,2025-07-04,2025-07-13,
INV-0012423,CUST-00014,4378.79,EUR,2025-09-13,2025-10-19,
INV-0012424,CUST-00993,205.18,EUR,2025-10-25,2025-11-04,
INV-0012425,CUST-00750,982.01,EUR,2025-08-16,2025-09-01,
INV-0012426,CUST-00098,3169.24,EUR,2025-02-09,2025-03-02,
INV-0012427,CUST-00785,1844.72,EUR,2025-10-28,2025-12-06,
INV-0012428,CUST-00003,1449.63,EUR,2025-04-18,2025-05-10,
INV-0012429,CUST-00113,4040.62,EUR,2025-07-11,2025-08-13,
INV-0012430,CUST-00595,2131.60,EUR,2025-01-10,2025-01-24,
INV-0012431,CUST-00050,462.81,EUR,2025-07-27,2025-08-04,
INV-0012432,CUST-00093,4438.95,EUR,2025-12-13,2026-01-01,
INV-0012433,CUST-00944,4597.06,EUR,2025-06-17,2025-07-05,
INV-0012434,CUST-00008,4253.58,EUR,2025-08-11,2025-08-28,
INV-0012435,CUST-00179,4056.79,EUR,2025-07-16,2025-07-26,
INV-0012436,CUST-00704,2856.88,EUR,2025-02-09,2025-03-12,
INV-0012437,CUST-00762,1417.82,EUR,2025-07-17,2025-08-18,
INV-0012438,CUST-00858,4687.55,EUR,2025-04-29,2025-05-13,
INV-0012439,CUST-00389,517.73,EUR,2025-01-27,2025-03-10,
INV-0012440,CUST-00977,823.01,EUR,2025-02-23,2025-03-02,
INV-0012441,CUST-00066,2403.03,EUR,2025-12-20,2026-01-24,
INV-0012442,CUST-00124,3030.22,EUR,2025-10-26,2025-11-20,
INV-0012443,CUST-00325,2352.30,EUR,2025-05-09,2025-05-18,
INV-0012444,CUST-00343,3823.93,EUR,2025-11-06,2025-12-19,
INV-0012445,CUST-00371,192.76,EUR,2025-02-07,2025-03-24,
INV-0012446,CUST-00918,3563.27,EUR,2025-01-03,2025-01-31,
INV-0012447,CUST-00423,3868.20,EUR,2025-04-30,2025-05-29,
INV-0012448,CUST-00162,4022.72,EUR,2025-04-26,2025-05-26,
INV-0012449,CUST-00613,1876.95,EUR,2025-08-30,2025-10-03,
INV-0012450,CUST-00245,1839.48,EUR,2025-05-16,2025-05-30,
INV-0012451,CUST-00246,3278.19,EUR,2025-01-15,2025-01-31,
INV-0012452,CUST-00722,969.31,EUR,2025-09-27,2025-10-28,
INV-0012453,CUST-00491,4971.53,EUR,2025-01-28,2025-03-01,
INV-0012454,CUST-00425,1666.34,EUR,2025-08-05,2025-08-13,
INV-0012455,CUST-00173,1509.52,EUR,2025-03-27,2025-04-15,
INV-0012456,CUST-00376,4423.92,EUR,2025-08-14,2025-09-18,
INV-0012457,CUST-00295,451.71,EUR,2025-06-04,2025-07-18,
INV-0012458,CUST-00045,1867.68,EUR,2025-02-13,2025-03-23,
INV-0012459,CUST-00346,998.63,EUR,2025-03-07,2025-04-14,
INV-0012460,CUST-00885,3427.23,EUR,2025-11-13,2025-12-21,
INV-0012461,CUST-00711,3972.28,EUR,2025-06-28,2025-07-15,
INV-0012462,CUST-00404,4925.89,EUR,2025-06-11,2025-07-21,
INV-0012463,CUST-00476,4722.20,EUR,2025-09-25,2025-11-04,
INV-0012464,CUST-00610,4045.71,EUR,2025-03-01,2025-04-02,
INV-0012465,CUST-00836,3657.05,EUR,2025-05-08,2025-05-21,
INV-0012466,CUST-00489,4855.48,EUR,2025-06-12,2025-06-26,
INV-0012467,CUST-00096,380.12,EUR,2025-03-25,2025-04-17,
INV-0012468,CUST-00119,828.21,EUR,2025-12-26,2026-02-03,
INV-0012469,CUST-00320,4970.30,EUR,2025-06-06,2025-07-09,
INV-0012470,CUST-00451,1123.33,EUR,2025-12-11,2025-12-31,
INV-0012471,CUST-00455,418.06,EUR,2025-08-29,2025-09-21,
INV-0012472,CUST-00095,2888.15,EUR,2025-01-01,2025-02-03,
INV-0012473,CUST-00412,3005.70,EUR,2025-06-08,2025-07-05,
INV-0012474,CUST-00671,314.85,EUR,2025-06-30,2025-08-06,
INV-0012475,CUST-00759,4081.23,EUR,2025-04-09,2025-05-02,
INV-0012476,CUST-00008,4469.27,EUR,2025-11-29,2025-12-11,
INV-0012477,CUST-00956,2489.96,EUR,2025-02-15,2025-03-23,
INV-0012478,CUST-00030,1965.41,EUR,2025-04-16,2025-04-25,
INV-0012479,CUST-00117,562.47,EUR,2025-03-06,2025-04-10,
INV-0012480,CUST-00219,2684.68,EUR,2025-02-16,2025-03-28,
INV-0012481,CUST-00647,4149.84,EUR,2025-02-14,2025-03-22,
INV-0012482,CUST-00167,196.59,EUR,2025-05-06,2025-06-02,
INV-0012483,CUST-00482,2956.30,EUR,2025-07-03,2025-08-06,
INV-0012484,CUST-00266,110.47,EUR,2025-02-02,2025-03-17,
INV-0012485,CUST-00066,3345.23,EUR,2025-11-29,2025-12-26,
INV-0012486,CUST-00298,4286.15,EUR,2025-07-24,2025-08-03,
INV-0012487,CUST-00727,4477.00,EUR,2025-08-13,2025-09-24,
INV-0012488,CUST-00840,4798.37,EUR,2025-05-29,2025-06-09,
INV-0012489,CUST-00126,2134.67,EUR,2025-05-24,2025-06-13,
INV-0012490,CUST-00278,3823.39,EUR,2025-03-30,2025-04-25,
INV-0012491,CUST-00984,3320.92,EUR,2025-02-05,2025-02-19,
INV-0012492,CUST-00260,4398.75,EUR,2025-08-31,2025-09-27,
INV-0012493,CUST-00899,1493.63,EUR,2025-07-22,2025-08-25,
INV-0012494,CUST-00148,1410.02,EUR,2025-09-28,2025-10-14,
INV-0012495,CUST-00130,1182.68,EUR,2025-02-01,2025-03-07,
INV-0012496,CUST-00917,4964.31,EUR,2025-05-31,2025-06-15,
INV-0012497,CUST-00761,412.77,EUR,2025-02-10,2025-03-16,
INV-0012498,CUST-00943,2580.51,EUR,2025-07-24,2025-08-03,
INV-0012499,CUST-00230,2616.67,EUR,2025-11-02,2025-12-01,
INV-0012500,CUST-00101,3158.17,EUR,2025-06-23,2025-07-09,
INV-0012501,CUST-00244,1431.43,EUR,2025-12-19,2026-01-22,
INV-0012502,CUST-00401,1627.08,EUR,2025-02-03,2025-03-13,
INV-0012503,CUST-00294,2152.21,EUR,2025-06-16,2025-07-05,
INV-0012504,CUST-00780,4630.89,EUR,2025-02-20,2025-03-26,
INV-0012505,CUST-00771,4337.66,EUR,2025-10-25,2025-11-21,
INV-0012506,CUST-00010,2179.23,EUR,2025-06-15,2025-07-10,
INV-0012507,CUST-00106,525.84,EUR,2025-04-20,2025-05-27,
INV-0012508,CUST-00951,3283.66,EUR,2025-04-25,2025-05-20,
INV-0012509,CUST-00657,2155.19,EUR,2025-05-04,2025-05-17,
INV-0012510,CUST-00776,3433.80,EUR,2025-09-12,2025-10-23,
INV-0012511,CUST-00613,4246.76,EUR,2025-01-24,2025-03-02,
INV-0012512,CUST-00549,2169.77,EUR,2025-12-17,2026-01-13,
INV-0012513,CUST-00464,3751.07,EUR,2025-01-28,2025-02-11,
INV-0012514,CUST-00571,4013.60,EUR,2025-09-27,2025-10-18,
INV-0012515,CUST-00015,1407.73,EUR,2025-12-23,2026-01-19,
INV-0012516,CUST-00650,4300.40,EUR,2025-05-23,2025-06-17,
INV-0012517,CUST-00501,1566.89,EUR,2025-09-13,2025-10-05,
INV-0012518,CUST-00244,1373.95,EUR,2025-04-25,2025-05-25,
INV-0012519,CUST-00671,4157.41,EUR,2025-11-08,2025-12-15,
INV-0012520,CUST-00255,2188.49,EUR,2025-11-05,2025-12-12,
INV-0012521,CUST-00036,514.21,EUR,2025-08-07,2025-09-15,
INV-0012522,CUST-00791,1833.24,EUR,2025-07-05,2025-07-27,
INV-0012523,CUST-00079,3345.52,EUR,2025-12-26,2026-02-01,
INV-0012524,CUST-00817,4319.86,EUR,2025-01-25,2025-02-17,
INV-0012525,CUST-00005,3986.06,EUR,2025-04-20,2025-05-27,
INV-0012526,CUST-00019,458.90,EUR,2025-03-01,2025-04-10,
INV-0012527,CUST-00336,3125.82,EUR,2025-10-13,2025-11-25,
INV-0012528,CUST-00714,2266.06,EUR,2025-11-26,2025-12-04,
INV-0012529,CUST-00756,3119.76,EUR,2025-03-28,2025-05-10,
INV-0012530,CUST-00022,1671.37,EUR,2025-12-03,2026-01-01,
INV-0012531,CUST-00034,3014.87,EUR,2025-09-05,2025-10-18,
INV-0012532,CUST-00157,2535.84,EUR,2025-09-29,2025-10-23,
INV-0012533,CUST-00458,3663.11,EUR,2025-07-19,2025-08-20,
INV-0012534,CUST-00518,295.66,EUR,2025-04-16,2025-05-31,
INV-0012535,CUST-00621,3193.77,EUR,2025-03-30,2025-04-24,
INV-0012536,CUST-00079,2158.80,EUR,2025-11-22,2025-12-05,
INV-0012537,CUST-00093,3004.29,EUR,2025-05-18,2025-05-27,
INV-0012538,CUST-00832,3465.49,EUR,2025-11-22,2025-12-23,
INV-0012539,CUST-00182,3711.38,EUR,2025-09-20,2025-09-28,
INV-0012540,CUST-00523,4886.52,EUR,2025-12-02,2025-12-12,
INV-0012541,CUST-00404,2536.40,EUR,2025-04-14,2025-04-26,
INV-0012542,CUST-00781,657.55,EUR,2025-12-08,2025-12-22,
INV-0012543,CUST-00472,4685.93,EUR,2025-06-20,2025-08-04,
INV-0012544,CUST-00143,4397.07,EUR,2025-03-18,2025-04-04,
INV-0012545,CUST-00215,1245.01,EUR,2025-02-11,2025-03-01,
INV-0012546,CUST-00338,1981.36,EUR,2025-09-13,2025-09-28,
INV-0012547,CUST-00355,61.43,EUR,2025-12-20,2026-01-09,
INV-0012548,CUST-00532,4264.00,EUR,2025-08-08,2025-08-22,
INV-0012549,CUST-00435,915.57,EUR,2025-08-24,2025-09-07,
INV-0012550,CUST-00981,4826.38,EUR,2025-02-17,2025-03-08,
INV-0012551,CUST-00286,3966.23,EUR,2025-09-12,2025-10-20,
INV-0012552,CUST-00194,762.67,EUR,2025-06-11,2025-07-19,
INV-0012553,CUST-00239,3512.71,EUR,2025-05-11,2025-05-29,
INV-0012554,CUST-00930,3932.58,EUR,2025-12-13,2026-01-08,
INV-0012555,CUST-00740,797.75,EUR,2025-11-08,2025-12-01,
INV-0012556,CUST-00190,221.70,EUR,2025-11-01,2025-11-23,
INV-0012557,CUST-00918,2431.68,EUR,2025-02-27,2025-03-29,
INV-0012558,CUST-00666,2565.52,EUR,2025-02-03,2025-02-28,
INV-0012559,CUST-00147,1744.78,EUR,2025-12-06,2026-01-03,
INV-0012560,CUST-00581,722.91,EUR,2025-06-18,2025-07-09,
INV-0012561,CUST-00976,4356.02,EUR,2025-11-25,2025-12-02,
INV-0012562,CUST-00885,3842.12,EUR,2025-07-06,2025-08-04,
INV-0012563,CUST-00706,4249.51,EUR,2025-12-17,2026-01-28,
INV-0012564,CUST-00504,2497.13,EUR,2025-12-28,2026-02-11,
INV-0012565,CUST-00230,2007.14,EUR,2025-12-10,2025-12-28,
INV-0012566,CUST-00501,1093.73,EUR,2025-10-27,2025-11-25,
INV-0012567,CUST-00465,787.36,EUR,2025-09-24,2025-10-07,
INV-0012568,CUST-00433,4806.43,EUR,2025-02-06,2025-02-21,
INV-0012569,CUST-00597,785.51,EUR,2025-05-03,2025-05-30,
INV-0012570,CUST-00107,554.79,EUR,2025-11-22,2025-12-03,
INV-0012571,CUST-00246,3295.23,EUR,2025-01-26,2025-02-08,
INV-0012572,CUST-00031,2403.35,EUR,2025-04-07,2025-05-07,
INV-0012573,CUST-00969,3836.47,EUR,2025-01-23,2025-02-10,
INV-0012574,CUST-00890,1337.66,EUR,2025-10-23,2025-11-16,
INV-0012575,CUST-00978,2650.09,EUR,2025-05-28,2025-06-10,
INV-0012576,CUST-00175,1095.09,EUR,2025-03-06,2025-03-24,
INV-0012577,CUST-00234,4287.71,EUR,2025-01-18,2025-03-01,
INV-0012578,CUST-00496,3937.49,EUR,2025-09-26,2025-10-23,
INV-0012579,CUST-00908,3534.17,EUR,2025-08-31,2025-09-10,
INV-0012580,CUST-00964,3852.27,EUR,2025-10-22,2025-11-17,
INV-0012581,CUST-00213,2944.60,EUR,2025-02-23,2025-03-17,
INV-0012582,CUST-00492,109.09,EUR,2025-09-27,2025-10-26,
INV-0012583,CUST-00576,4395.98,EUR,2025-09-23,2025-10-13,
INV-0012584,CUST-00492,3108.95,EUR,2025-03-05,2025-03-26,
INV-0012585,CUST-00973,4937.82,EUR,2025-08-06,2025-09-17,
INV-0012586,CUST-00191,745.77,EUR,2025-11-29,2025-12-09,
INV-0012587,CUST-00529,82.29,EUR,2025-11-02,2025-11-22,
INV-0012588,CUST-00458,384.65,EUR,2025-02-24,2025-03-17,
INV-0012589,CUST-00077,4630.77,EUR,2025-10-06,2025-11-01,
INV-0012590,CUST-00277,3586.13,EUR,2025-10-06,2025-11-17,
INV-0012591,CUST-00806,3874.41,EUR,2025-05-07,2025-06-17,
INV-0012592,CUST-00004,1026.84,EUR,2025-11-23,2025-12-17,
INV-0012593,CUST-00666,2216.47,EUR,2025-04-29,2025-06-09,
INV-0012594,CUST-00127,523.80,EUR,2025-04-17,2025-05-22,
INV-0012595,CUST-00063,3372.16,EUR,2025-10-22,2025-11-15,
INV-0012596,CUST-00406,886.80,EUR,2025-07-07,2025-08-03,
INV-0012597,CUST-00316,204.31,EUR,2025-09-07,2025-09-14,
INV-0012598,CUST-00016,1638.32,EUR,2025-04-30,2025-05-29,
INV-0012599,CUST-00330,3267.56,EUR,2025-09-17,2025-10-27,
INV-0012600,CUST-00134,4277.58,EUR,2025-05-16,2025-06-27,
INV-0012601,CUST-00741,550.53,EUR,2025-03-05,2025-04-13,
INV-0012602,CUST-00029,3355.36,EUR,2025-04-02,2025-05-15,
INV-0012603,CUST-00668,3742.86,EUR,2025-09-22,2025-10-19,
INV-0012604,CUST-00060,4039.56,EUR,2025-03-11,2025-04-21,
INV-0012605,CUST-00288,2486.17,EUR,2025-10-30,2025-12-11,
INV-0012606,CUST-00783,871.55,EUR,2025-06-24,2025-08-02,
INV-0012607,CUST-00498,3694.79,EUR,2025-04-23,2025-05-29,
INV-0012608,CUST-00072,4960.91,EUR,2025-08-07,2025-09-01,
INV-0012609,CUST-00103,1639.58,EUR,2025-05-01,2025-05-21,
INV-0012610,CUST-00762,214.94,EUR,2025-01-09,2025-02-09,
INV-0012611,CUST-00421,2109.66,EUR,2025-09-10,2025-09-20,
INV-0012612,CUST-00661,4456.33,EUR,2025-12-24,2026-01-25,
INV-0012613,CUST-00219,3839.48,EUR,2025-04-30,2025-05-12,
INV-0012614,CUST-00103,2886.70,EUR,2025-02-05,2025-03-11,
INV-0012615,CUST-00714,511.83,EUR,2025-02-23,2025-04-08,
INV-0012616,CUST-00341,1717.95,EUR,2025-04-23,2025-05-01,
INV-0012617,CUST-00610,1262.27,EUR,2025-04-16,2025-04-30,
INV-0012618,CUST-00862,992.05,EUR,2025-12-17,2025-12-27,
INV-0012619,CUST-00236,2463.95,EUR,2025-11-15,2025-11-26,
INV-0012620,CUST-00996,2359.24,EUR,2025-04-21,2025-05-29,
INV-0012621,CUST-00586,3173.57,EUR,2025-04-19,2025-04-27,
INV-0012622,CUST-00425,532.74,EUR,2025-10-03,2025-11-16,
INV-0012623,CUST-00141,4401.64,EUR,2025-01-08,2025-02-02,
INV-0012624,CUST-00942,1886.79,EUR,2025-03-08,2025-03-17,
INV-0012625,CUST-00489,762.21,EUR,2025-02-19,2025-03-23,
INV-0012626,CUST-00187,4149.22,EUR,2025-08-18,2025-09-13,
INV-0012627,CUST-00131,1527.84,EUR,2025-10-14,2025-11-07,
INV-0012628,CUST-00955,2417.00,EUR,2025-03-17,2025-04-16,
INV-0012629,CUST-00901,3957.23,EUR,2025-06-14,2025-06-24,
INV-0012630,CUST-00787,2151.77,EUR,2025-06-18,2025-07-03,
INV-0012631,CUST-00590,3319.82,EUR,2025-01-13,2025-02-10,
INV-0012632,CUST-00734,4460.98,EUR,2025-07-16,2025-08-20,
INV-0012633,CUST-00640,3196.89,EUR,2025-03-08,2025-03-16,
INV-0012634,CUST-00834,2278.97,EUR,2025-03-23,2025-04-01,
INV-0012635,CUST-00637,1760.64,EUR,2025-10-08,2025-11-22,
INV-0012636,CUST-00024,4243.18,EUR,2025-06-10,2025-07-07,
INV-0012637,CUST-00012,4605.95,EUR,2025-10-03,2025-10-16,
INV-0012638,CUST-00583,3042.23,EUR,2025-08-01,2025-09-11,
INV-0012639,CUST-00881,4013.62,EUR,2025-05-15,2025-06-08,
INV-0012640,CUST-00330,2205.40,EUR,2025-12-27,2026-01-31,
INV-0012641,CUST-00762,3500.26,EUR,2025-10-03,2025-10-15,
INV-0012642,CUST-00845,3659.27,EUR,2025-05-15,2025-06-09,
INV-0012643,CUST-00190,216.40,EUR,2025-06-11,2025-07-04,
INV-0012644,CUST-00057,4636.41,EUR,2025-11-22,2025-12-22,
INV-0012645,CUST-00926,470.36,EUR,2025-07-09,2025-08-05,
INV-0012646,CUST-00430,2447.51,EUR,2025-05-24,2025-05-31,
INV-0012647,CUST-00578,3945.97,EUR,2025-01-25,2025-02-08,
INV-0012648,CUST-00747,1998.11,EUR,2025-09-13,2025-10-10,
INV-0012649,CUST-00616,3694.79,EUR,2025-12-14,2026-01-05,
INV-0012650,CUST-00037,4627.54,EUR,2025-01-13,2025-01-24,
INV-0012651,CUST-00230,4427.11,EUR,2025-11-18,2025-11-30,
INV-0012652,CUST-00311,4371.98,EUR,2025-06-28,2025-08-08,
INV-0012653,CUST-00054,1968.61,EUR,2025-09-03,2025-09-11,
INV-0012654,CUST-00585,407.20,EUR,2025-05-11,2025-06-04,
INV-0012655,CUST-00977,2195.30,EUR,2025-06-08,2025-07-18,
INV-0012656,CUST-00264,77.51,EUR,2025-01-26,2025-02-02,
INV-0012657,CUST-00042,4452.83,EUR,2025-01-20,2025-01-28,
INV-0012658,CUST-00300,3580.39,EUR,2025-05-11,2025-06-09,
INV-0012659,CUST-00258,3135.19,EUR,2025-07-17,2025-08-26,
INV-0012660,CUST-00811,1094.73,EUR,2025-10-02,2025-11-06,
INV-0012661,CUST-00360,893.46,EUR,2025-07-28,2025-08-05,
INV-0012662,CUST-00289,4967.94,EUR,2025-10-10,2025-11-23,
INV-0012663,CUST-00620,752.75,EUR,2025-05-25,2025-06-26,
INV-0012664,CUST-00436,716.03,EUR,2025-08-16,2025-09-19,
INV-0012665,CUST-00062,461.62,EUR,2025-04-09,2025-05-19,
INV-0012666,CUST-00041,3498.57,EUR,2025-11-05,2025-12-03,
INV-0012667,CUST-00757,441.64,EUR,2025-09-17,2025-10-01,
INV-0012668,CUST-00175,3354.56,EUR,2025-02-24,2025-03-27,
INV-0012669,CUST-00362,925.57,EUR,2025-12-03,2026-01-02,
INV-0012670,CUST-00062,2806.52,EUR,2025-03-02,2025-04-01,
INV-0012671,CUST-00580,1683.01,EUR,2025-01-12,2025-02-07,
INV-0012672,CUST-00247,588.80,EUR,2025-01-12,2025-02-16,
INV-0012673,CUST-00889,4199.00,EUR,2025-02-06,2025-03-16,
INV-0012674,CUST-00263,402.22,EUR,2025-08-10,2025-09-03,
INV-0012675,CUST-00493,4749.56,EUR,2025-09-05,2025-10-06,
INV-0012676,CUST-00900,984.02,EUR,2025-02-21,2025-03-02,
INV-0012677,CUST-00708,4813.98,EUR,2025-04-28,2025-05-15,
INV-0012678,CUST-00718,1275.15,EUR,2025-10-26,2025-12-01,
INV-0012679,CUST-00412,2385.46,EUR,2025-03-25,2025-04-24,
INV-0012680,CUST-00315,4818.87,EUR,2025-02-21,2025-03-26,
INV-0012681,CUST-00523,1307.20,EUR,2025-05-30,2025-06-23,
INV-0012682,CUST-00389,2988.89,EUR,2025-05-25,2025-06-24,
INV-0012683,CUST-00780,4744.35,EUR,2025-09-16,2025-10-31,
INV-0012684,CUST-00925,3807.58,EUR,2025-05-09,2025-06-04,
INV-0012685,CUST-00087,4710.30,EUR,2025-10-05,2025-10-26,
INV-0012686,CUST-00190,2567.02,EUR,2025-02-04,2025-02-16,
INV-0012687,CUST-00877,4005.20,EUR,2025-05-04,2025-06-08,
INV-0012688,CUST-00648,678.63,EUR,2025-12-16,2026-01-09,
INV-0012689,CUST-00786,2490.91,EUR,2025-12-31,2026-02-14,
INV-0012690,CUST-00837,3565.69,EUR,2025-10-24,2025-11-29,
INV-0012691,CUST-00767,3599.35,EUR,2025-10-22,2025-11-03,
INV-0012692,CUST-00735,4303.02,EUR,2025-06-03,2025-07-13,
INV-0012693,CUST-00932,4608.09,EUR,2025-06-06,2025-06-14,
INV-0012694,CUST-00911,74.58,EUR,2025-12-05,2025-12-31,
