payment_id,invoice_id,customer_id,amount_paid,currency,payment_date,reference
PAY-00023422,INV-X-0023724,CUST-00416,5380.31,EUR,2026-01-11,noise
PAY-00012468,INV-0013067,CUST-00883,1462.57,EUR,2025-07-27,full-match
PAY-00020694,INV-X-0012593,CUST-00763,2013.79,EUR,2025-05-20,noise
PAY-00017870,INV-0018667,CUST-00093,3402.73,EUR,2026-02-17,full-match
PAY-00013153,INV-0013797,CUST-00088,3752.33,EUR,2025-02-06,suspicious-customer-mismatch
PAY-00007980,INV-0008376,CUST-00724,4652.25,EUR,2026-01-06,full-match
PAY-00004139,INV-0004313,CUST-00512,4736.64,EUR,2025-09-02,full-match
PAY-00023319,INV-X-0010924,CUST-00706,1224.95,EUR,2025-01-20,noise
PAY-00020252,INV-X-0028961,CUST-00930,2702.42,EUR,2026-01-23,noise
PAY-00024713,INV-X-0033575,CUST-00670,6991.29,EUR,2025-01-02,noise
PAY-00009419,INV-0009872,CUST-00682,308.20,EUR,2025-06-12,full-match
PAY-00021319,INV-X-0022986,CUST-00502,4633.84,EUR,2025-12-29,noise
PAY-00010488,INV-0010986,CUST-00622,3807.06,EUR,2026-01-21,full-match
PAY-00020169,INV-X-0009001,CUST-00234,6814.98,EUR,2025-03-05,noise
PAY-00010515,INV-0011014,CUST-00962,4646.65,EUR,2025-10-28,full-match
PAY-00012704,INV-0013322,CUST-00175,3084.85,EUR,2025-06-17,duplicate
PAY-00005928,INV-0006191,CUST-00895,3948.20,EUR,2026-01-18,full-match
PAY-00009070,INV-0009500,CUST-00728,3176.13,EUR,2025-09-06,duplicate
PAY-00017055,INV-0017833,CUST-01000,3005.94,EUR,2025-02-15,full-match
PAY-00014051,INV-0014716,CUST-00315,1443.68,EUR,2025-04-28,full-match
PAY-00015346,,CUST-00274,404.93,EUR,2025-10-27,missing-invoice-id
PAY-00016572,INV-0017330,CUST-00828,4875.82,EUR,2025-11-19,full-match
PAY-00016938,INV-0017710,CUST-00749,2361.45,EUR,2025-12-29,full-match
PAY-00003383,INV-0003539,CUST-00292,4112.73,EUR,2025-09-18,full-match
PAY-00011894,INV-0012470,CUST-00451,1123.33,EUR,2026-01-07,full-match
PAY-00009027,INV-0009458,CUST-00564,1559.26,EUR,2025-09-14,partial
PAY-00024067,INV-X-0008008,CUST-00867,1993.43,EUR,2025-09-16,noise
PAY-00008010,INV-0008408,CUST-00886,660.68,EUR,2025-11-05,partial
PAY-00016484,INV-0017242,CUST-00836,1082.34,EUR,2025-08-03,duplicate
PAY-00016144,INV-0016893,CUST-00009,3193.64,EUR,2025-03-03,overpay
PAY-00007855,INV-0008247,CUST-00201,1150.63,EUR,2025-09-26,duplicate
PAY-00020238,INV-X-0007214,CUST-00195,6045.36,EUR,2025-06-20,noise
PAY-00009772,INV-0010241,CUST-00503,780.25,EUR,2025-10-09,full-match
PAY-00023299,INV-X-0004922,CUST-00205,499.15,EUR,2025-08-22,noise
PAY-00010250,INV-0010739,CUST-00853,2076.32,EUR,2026-01-20,full-match
PAY-00002999,INV-0003145,CUST-00108,2415.74,EUR,2025-10-04,suspicious-customer-mismatch
PAY-00013342,INV-0013994,CUST-00792,1212.62,EUR,2025-08-28,full-match
PAY-00004008,INV-0004178,CUST-00346,250.26,EUR,2026-01-10,full-match
PAY-00000093,INV-0000097,CUST-00575,97.87,EUR,2025-02-21,full-match
PAY-00004397,INV-0004584,CUST-00167,3134.14,EUR,2025-12-16,full-match
PAY-00021389,INV-X-0037491,CUST-00753,5544.79,EUR,2025-07-17,noise
PAY-00004451,INV-0004639,CUST-00552,4984.11,EUR,2025-09-07,full-match
PAY-00020931,INV-X-0019284,CUST-00043,2935.34,EUR,2025-04-28,noise
PAY-00022264,INV-X-0006973,CUST-00244,6379.65,EUR,2025-04-15,noise
PAY-00019568,INV-X-0000629,CUST-00045,3562.83,EUR,2025-06-13,noise
PAY-00016843,INV-0017612,CUST-00385,877.74,EUR,2025-04-26,full-match
PAY-00023743,INV-X-0011437,CUST-00809,126.73,EUR,2025-11-16,noise
PAY-00013589,INV-0014236,CUST-00890,2685.76,EUR,2025-11-26,overpay
PAY-00005802,INV-0006058,CUST-00590,3468.74,EUR,2025-03-27,full-match
PAY-00008736,INV-0009152,CUST-00509,4975.54,EUR,2025-04-26,full-match
PAY-00018768,INV-0019610,CUST-00559,504.75,EUR,2025-11-27,full-match
PAY-00014305,INV-0014973,CUST-00029,4587.96,EUR,2025-06-21,full-match
PAY-00003537,INV-0003692,CUST-00337,2730.22,EUR,2025-10-23,full-match
PAY-00021150,INV-X-0033243,CUST-00919,3631.01,EUR,2026-01-03,noise
PAY-00010557,INV-0011062,CUST-00363,3260.11,EUR,2026-01-27,full-match
PAY-00009682,INV-0010147,CUST-00884,1131.19,EUR,2025-03-14,duplicate
PAY-00002974,INV-0003119,CUST-00326,4076.30,EUR,2025-05-20,full-match
PAY-00000785,INV-0000820,CUST-00270,1775.46,EUR,2025-04-05,full-match
PAY-00008398,INV-0008811,CUST-00410,2958.04,EUR,2025-06-26,full-match
PAY-00024335,INV-X-0009055,CUST-00187,2465.47,EUR,2025-12-16,noise
PAY-00006211,,CUST-00638,3041.73,EUR,2025-02-10,missing-invoice-id
PAY-00023021,INV-X-0003667,CUST-00700,4374.04,EUR,2025-01-07,noise
PAY-00017478,INV-0018269,CUST-00380,3398.32,EUR,2025-09-25,full-match
PAY-00024266,INV-X-0001838,CUST-00948,6402.76,EUR,2026-02-21,noise
PAY-00000894,INV-0000935,CUST-00840,4953.85,EUR,2025-03-03,duplicate
PAY-00005565,INV-0005809,CUST-00524,977.82,EUR,2025-12-23,full-match
PAY-00020830,INV-X-0037618,CUST-00172,4415.85,EUR,2026-02-25,noise
PAY-00023181,INV-X-0036189,CUST-00362,1723.59,EUR,2025-03-12,noise
PAY-00013862,INV-0014521,CUST-00927,4252.50,EUR,2025-08-20,full-match
PAY-00004814,INV-0005020,CUST-00916,4112.14,EUR,2025-11-02,full-match
PAY-00024071,INV-X-0020849,CUST-00826,4361.37,EUR,2025-09-20,noise
PAY-00003902,INV-0004071,CUST-00193,1791.24,EUR,2025-10-29,duplicate
PAY-00008189,INV-0008593,CUST-00106,2529.97,EUR,2025-11-30,full-match
PAY-00000220,INV-0000236,CUST-00449,448.19,EUR,2025-03-02,full-match
PAY-00020259,INV-X-0016781,CUST-00817,646.60,EUR,2025-10-14,noise
PAY-00013504,INV-0014153,CUST-00656,894.32,EUR,2025-10-13,full-match
PAY-00001181,INV-0001233,CUST-00118,3361.25,EUR,2025-09-14,full-match
PAY-00002656,INV-0002777,CUST-00278,3495.39,EUR,2025-02-28,overpay
PAY-00014529,INV-0015204,CUST-00509,3353.47,EUR,2025-12-17,full-match
PAY-00002045,INV-0002141,CUST-00898,6169.94,EUR,2025-03-12,overpay
PAY-00011664,INV-0012235,CUST-00461,3917.87,EUR,2025-05-31,full-match
PAY-00011771,INV-0012345,CUST-00250,815.52,EUR,2025-08-26,full-match
PAY-00018841,INV-0019681,CUST-00394,77.22,EUR,2025-04-30,full-match
PAY-00022767,INV-X-0013797,CUST-00402,5172.28,EUR,2026-02-15,noise
PAY-00011602,INV-0012173,CUST-00464,626.52,EUR,2025-04-16,full-match
PAY-00016608,INV-0017371,CUST-00253,59.75,EUR,2025-10-16,full-match
PAY-00013172,INV-0013817,CUST-00111,2896.21,EUR,2025-03-13,full-match
PAY-00005194,INV-0005424,CUST-00874,338.50,EUR,2025-08-13,partial
PAY-00021542,INV-X-0037296,CUST-00225,3799.75,EUR,2025-02-07,noise
PAY-00008229,INV-0008635,CUST-00605,1637.76,EUR,2025-06-10,full-match
PAY-00020791,INV-X-0013649,CUST-00623,582.79,EUR,2025-08-07,noise
PAY-00005803,INV-0006059,CUST-00913,3506.63,EUR,2025-04-15,suspicious-customer-mismatch
PAY-00000748,INV-0000781,CUST-00320,1748.18,EUR,2025-06-11,full-match
PAY-00014930,INV-0015607,CUST-00201,2085.72,EUR,2025-07-08,full-match
PAY-00003401,INV-0003558,CUST-00453,2475.96,EUR,2025-05-27,full-match
PAY-00014358,INV-0015031,CUST-00365,4672.06,EUR,2025-03-18,full-match
PAY-00015800,INV-0016530,CUST-00141,2269.79,EUR,2025-06-01,full-match
PAY-00023763,INV-X-0036370,CUST-00224,3291.93,EUR,2025-12-31,noise
PAY-00014431,INV-0015107,CUST-00822,4743.48,EUR,2025-02-16,full-match
PAY-00022478,INV-X-0028899,CUST-00931,1549.24,EUR,2025-08-17,noise
PAY-00018423,INV-0019255,CUST-00805,1916.19,EUR,2025-09-26,full-match
PAY-00015368,INV-0016083,CUST-00912,271.98,EUR,2025-11-18,full-match
PAY-00023036,INV-X-0014103,CUST-00110,3092.42,EUR,2025-07-26,noise
PAY-00008718,INV-0009132,CUST-00383,1428.32,EUR,2025-06-06,full-match
PAY-00014879,INV-0015559,CUST-00064,200.62,EUR,2025-11-11,full-match
PAY-00008482,INV-0008891,CUST-00855,4808.56,EUR,2025-08-31,full-match
PAY-00021236,INV-X-0029322,CUST-00764,2353.43,EUR,2025-03-24,noise
PAY-00007975,INV-0008371,CUST-00631,2492.06,EUR,2025-04-09,full-match
PAY-00021460,INV-X-0029734,CUST-00674,1764.08,EUR,2025-05-09,noise
PAY-00021681,INV-X-0005529,CUST-00730,4511.03,EUR,2025-02-08,noise
PAY-00023252,INV-X-0009279,CUST-00511,1231.39,EUR,2026-01-06,noise
PAY-00021785,INV-X-0003725,CUST-00291,3613.96,EUR,2025-11-24,noise
PAY-00009160,INV-0009605,CUST-00819,103.17,EUR,2025-09-01,partial
PAY-00006329,INV-0006619,CUST-00849,433.29,EUR,2025-09-25,full-match
PAY-00020588,INV-X-0019307,CUST-00490,1031.64,EUR,2025-05-16,noise
PAY-00006825,INV-0007156,CUST-00207,2005.11,EUR,2025-03-31,full-match
PAY-00017535,,CUST-00784,1161.27,EUR,2025-09-14,missing-invoice-id
PAY-00021572,INV-X-0001825,CUST-00223,5286.11,EUR,2026-01-30,noise
PAY-00017295,INV-0018079,CUST-00186,597.21,EUR,2025-07-31,full-match
PAY-00007586,INV-0007955,CUST-00351,4775.07,EUR,2025-06-22,full-match
PAY-00022407,INV-X-0010239,CUST-00461,1772.91,EUR,2025-03-12,noise
PAY-00014055,INV-0014721,CUST-00630,3828.33,EUR,2025-06-11,full-match
PAY-00004954,INV-0005172,CUST-00755,3731.12,EUR,2025-10-21,full-match
PAY-00014950,INV-0015624,CUST-00407,3303.68,EUR,2025-03-28,duplicate
PAY-00020920,INV-X-0023032,CUST-00537,6643.62,EUR,2026-02-14,noise
PAY-00006714,INV-0007036,CUST-00766,2806.34,EUR,2025-12-01,full-match
PAY-00004567,,CUST-00484,3141.87,EUR,2025-06-20,missing-invoice-id
PAY-00017630,INV-0018420,CUST-00256,2485.77,EUR,2025-06-22,full-match
PAY-00005167,INV-0005398,CUST-00840,3962.99,EUR,2025-07-14,full-match
PAY-00014694,INV-0015375,CUST-00358,2383.81,EUR,2025-07-05,duplicate
PAY-00004452,INV-0004640,CUST-00292,1696.40,EUR,2025-09-09,full-match
PAY-00024768,INV-X-0009243,CUST-00352,4480.60,EUR,2026-02-18,noise
PAY-00009667,INV-0010130,CUST-00046,2440.55,EUR,2025-11-04,full-match
PAY-00006538,INV-0006850,CUST-00096,1676.41,EUR,2025-06-06,full-match
PAY-00005770,INV-0006024,CUST-00776,3340.96,EUR,2025-12-13,duplicate
PAY-00017454,INV-0018244,CUST-00444,1376.00,EUR,2025-08-10,duplicate
PAY-00002917,INV-0003054,CUST-00930,4111.07,EUR,2026-02-02,duplicate
PAY-00003212,INV-0003361,CUST-00346,2876.86,EUR,2025-02-12,full-match
PAY-00022475,INV-X-0001195,CUST-00674,1076.97,EUR,2025-05-05,noise
PAY-00009354,INV-0009811,CUST-00856,1535.73,EUR,2025-10-11,full-match
PAY-00019404,INV-X-0030785,CUST-00748,5859.75,EUR,2025-06-24,noise
PAY-00008408,,CUST-00301,3802.86,EUR,2025-05-29,missing-invoice-id
PAY-00018580,INV-0019410,CUST-00450,1920.02,EUR,2026-01-13,full-match
PAY-00008629,INV-0009045,CUST-00271,3343.29,EUR,2025-10-31,duplicate
PAY-00019946,INV-X-0005076,CUST-00642,3295.78,EUR,2025-02-01,noise
PAY-00005042,INV-0005265,CUST-00994,2676.94,EUR,2025-07-14,full-match
PAY-00005506,INV-0005745,CUST-00412,2954.79,EUR,2025-06-13,full-match
PAY-00011425,INV-0011980,CUST-00211,3084.46,EUR,2025-12-08,full-match
PAY-00012132,INV-0012717,CUST-00048,3324.79,EUR,2025-07-02,full-match
PAY-00004693,INV-0004895,CUST-00798,2104.36,EUR,2025-11-12,full-match
PAY-00008445,INV-0008856,CUST-00784,3783.84,EUR,2025-03-07,duplicate
PAY-00006006,INV-0006277,CUST-00071,2293.58,EUR,2026-02-03,partial
PAY-00013698,INV-0014349,CUST-00752,207.61,EUR,2025-12-21,duplicate
PAY-00012976,INV-0013603,CUST-00337,4533.25,EUR,2025-11-07,full-match
PAY-00012422,INV-0013013,CUST-00931,2677.00,EUR,2025-10-12,full-match
PAY-00014658,INV-0015342,CUST-00764,3296.74,EUR,2025-07-14,full-match
PAY-00010970,INV-0011500,CUST-00683,3724.22,EUR,2026-01-03,full-match
PAY-00005275,INV-0005506,CUST-00276,3873.51,EUR,2025-09-12,duplicate
PAY-00023376,INV-X-0010368,CUST-00389,1188.99,EUR,2025-04-15,noise
PAY-00013904,INV-0014562,CUST-00388,4665.42,EUR,2025-03-16,full-match
PAY-00000721,INV-0000754,CUST-00343,2181.55,EUR,2026-01-25,duplicate
PAY-00014282,INV-0014952,CUST-00597,3563.62,EUR,2025-11-02,duplicate
PAY-00024648,INV-X-0034300,CUST-00523,851.77,EUR,2025-05-18,noise
PAY-00005724,INV-0005972,CUST-00658,3198.51,EUR,2025-10-05,full-match
PAY-00015039,INV-0015715,CUST-00503,3956.55,EUR,2025-07-24,full-match
PAY-00019847,INV-X-0032851,CUST-00140,2325.20,EUR,2026-02-22,noise
PAY-00014753,INV-0015430,CUST-00064,4043.66,EUR,2025-10-08,duplicate
PAY-00017653,INV-0018446,CUST-00505,2388.40,EUR,2025-09-27,full-match
PAY-00001295,,CUST-00270,1147.76,EUR,2025-04-12,missing-invoice-id
PAY-00010796,INV-0011317,CUST-00325,71.99,EUR,2025-06-29,full-match
PAY-00012238,INV-0012818,CUST-00090,4215.22,EUR,2025-02-01,suspicious-customer-mismatch
PAY-00021375,INV-X-0038672,CUST-00658,6201.82,EUR,2025-12-19,noise
PAY-00002442,INV-0002562,CUST-00483,4111.11,EUR,2025-04-05,full-match
PAY-00011691,INV-0012262,CUST-00809,2361.23,EUR,2025-08-02,full-match
PAY-00016376,INV-0017129,CUST-00237,4841.15,EUR,2025-09-10,full-match
PAY-00016591,INV-0017353,CUST-00130,923.45,EUR,2025-07-15,full-match
PAY-00013756,INV-0014412,CUST-00243,712.96,EUR,2025-04-03,full-match
PAY-00009040,INV-0009470,CUST-00688,4640.79,EUR,2025-07-03,full-match
PAY-00006262,INV-0006551,CUST-00398,3506.52,EUR,2025-08-24,full-match
PAY-00023962,INV-X-0038773,CUST-00637,117.66,EUR,2025-03-19,noise
PAY-00022974,INV-X-0004918,CUST-00383,2082.96,EUR,2025-04-23,noise
PAY-00019037,INV-0019885,CUST-00582,3457.82,EUR,2025-07-18,full-match
PAY-00021229,INV-X-0037093,CUST-00484,427.83,EUR,2026-02-18,noise
PAY-00009296,INV-0009748,CUST-00225,2227.45,EUR,2025-12-18,full-match
PAY-00001165,INV-0001216,CUST-00774,2962.51,EUR,2025-11-28,full-match
PAY-00011647,INV-0012217,CUST-00354,1790.13,EUR,2025-05-15,overpay
PAY-00004768,INV-0004974,CUST-00247,2958.68,EUR,2025-08-07,full-match
PAY-00020647,INV-X-0027827,CUST-00148,1105.12,EUR,2025-01-07,noise
PAY-00004993,INV-0005215,CUST-00390,1719.70,EUR,2025-10-07,full-match
PAY-00008415,INV-0008827,CUST-00839,190.27,EUR,2026-01-12,duplicate
PAY-00021622,INV-X-0035391,CUST-00554,182.88,EUR,2025-01-16,noise
PAY-00003622,INV-0003779,CUST-00809,1982.29,EUR,2025-05-20,partial
PAY-00012856,INV-0013480,CUST-00007,1409.48,EUR,2025-04-08,partial
PAY-00001090,INV-0001137,CUST-00437,3705.77,EUR,2025-02-24,full-match
PAY-00011058,INV-0011593,CUST-00664,1101.64,EUR,2025-12-18,full-match
PAY-00015856,,CUST-00588,1519.74,EUR,2025-10-13,missing-invoice-id
PAY-00020804,INV-X-0018801,CUST-00642,4719.45,EUR,2025-01-31,noise
PAY-00008311,INV-0008721,CUST-00085,3629.63,EUR,2025-10-13,full-match
PAY-00024161,INV-X-0034437,CUST-00800,6841.06,EUR,2025-12-15,noise
PAY-00013534,INV-0014183,CUST-00549,1850.14,EUR,2025-07-26,full-match
PAY-00019143,INV-0019991,CUST-00434,1129.67,EUR,2025-01-31,full-match
PAY-00016186,INV-0016934,CUST-00027,363.27,EUR,2026-01-14,partial
PAY-00004513,INV-0004707,CUST-00097,4747.47,EUR,2025-11-24,full-match
PAY-00022263,INV-X-0036391,CUST-00790,211.73,EUR,2025-06-09,noise
PAY-00001508,INV-0001590,CUST-00428,1239.79,EUR,2025-04-21,full-match
PAY-00004057,INV-0004228,CUST-00410,1860.26,EUR,2025-08-31,full-match
PAY-00008822,INV-0009243,CUST-00980,3192.59,EUR,2025-09-17,full-match
PAY-00001122,INV-0001171,CUST-00865,2299.58,EUR,2025-12-06,full-match
PAY-00016003,INV-0016743,CUST-00224,1289.18,EUR,2025-07-01,full-match
PAY-00006885,INV-0007215,CUST-00734,3132.42,EUR,2025-06-24,duplicate
PAY-00005093,INV-0005321,CUST-00429,2397.82,EUR,2025-10-01,full-match
PAY-00024787,INV-X-0031810,CUST-00117,673.82,EUR,2026-01-26,noise
PAY-00009556,INV-0010018,CUST-00986,3599.39,EUR,2025-05-16,full-match
PAY-00021045,INV-X-0007724,CUST-00571,380.42,EUR,2025-02-26,noise
PAY-00005473,INV-0005709,CUST-00254,4218.63,EUR,2025-11-03,full-match
PAY-00014380,INV-0015053,CUST-00534,1700.95,EUR,2026-01-21,full-match
PAY-00017331,INV-0018121,CUST-00389,1795.21,EUR,2025-11-20,full-match
PAY-00003104,INV-0003247,CUST-00644,1588.91,EUR,2025-02-14,full-match
PAY-00012601,INV-0013208,CUST-00816,108.38,EUR,2025-03-23,overpay
PAY-00005574,INV-0005819,CUST-00206,1655.34,EUR,2025-05-27,full-match
PAY-00001909,INV-0002000,CUST-00099,2695.38,EUR,2025-07-26,full-match
PAY-00000978,INV-0001018,CUST-00063,4211.95,EUR,2025-11-15,full-match
PAY-00018723,INV-0019565,CUST-00825,480.04,EUR,2026-01-27,full-match
PAY-00013757,INV-0014413,CUST-00454,1431.46,EUR,2026-01-09,full-match
PAY-00021739,INV-X-0036511,CUST-00589,3075.35,EUR,2026-02-17,noise
PAY-00002379,INV-0002491,CUST-00884,518.77,EUR,2025-05-31,partial
PAY-00001866,INV-0001955,CUST-00486,4485.09,EUR,2025-11-05,full-match
PAY-00003570,INV-0003728,CUST-00455,4949.08,EUR,2025-05-05,full-match
PAY-00009053,INV-0009485,CUST-00558,1158.04,EUR,2025-08-17,full-match
PAY-00019343,INV-X-0020998,CUST-00374,2548.51,EUR,2025-01-13,noise
PAY-00002450,INV-0002570,CUST-00400,3467.22,EUR,2025-09-01,full-match
PAY-00008680,INV-0009096,CUST-00985,1807.97,EUR,2026-01-06,full-match
PAY-00006200,INV-0006488,CUST-00415,2055.50,EUR,2025-02-20,full-match
PAY-00008650,INV-0009065,CUST-00247,2332.42,EUR,2025-06-27,full-match
PAY-00001186,INV-0001240,CUST-00304,4496.49,EUR,2025-05-25,full-match
PAY-00021348,INV-X-0004137,CUST-00534,4518.68,EUR,2025-01-30,noise
PAY-00015685,INV-0016405,CUST-00157,176.73,EUR,2025-11-17,full-match
PAY-00002333,INV-0002443,CUST-00130,3204.95,EUR,2025-06-27,full-match
PAY-00024076,INV-X-0029161,CUST-00206,772.86,EUR,2025-04-19,noise
PAY-00012434,INV-0013026,CUST-00723,4613.73,EUR,2025-06-18,duplicate
PAY-00004438,INV-0004627,CUST-00008,4352.41,EUR,2025-04-15,full-match
PAY-00016230,INV-0016980,CUST-00077,1709.29,EUR,2025-12-20,full-match
PAY-00005382,INV-0005613,CUST-00051,4657.21,EUR,2026-02-14,full-match
PAY-00015259,,CUST-00660,1894.43,EUR,2025-10-05,missing-invoice-id
PAY-00015871,INV-0016605,CUST-00286,208.64,EUR,2025-06-18,full-match
PAY-00020058,INV-X-0024073,CUST-00103,1120.43,EUR,2025-11-06,noise
PAY-00014337,INV-0015007,CUST-00392,2374.62,EUR,2025-04-19,full-match
PAY-00000681,INV-0000711,CUST-00274,3984.93,EUR,2025-03-10,full-match
PAY-00009283,INV-0009734,CUST-00154,2687.31,EUR,2025-08-12,full-match
PAY-00021913,INV-X-0022355,CUST-00618,6915.14,EUR,2025-03-15,noise
PAY-00009559,INV-0010021,CUST-00426,4332.80,EUR,2025-10-27,full-match
PAY-00011780,INV-0012354,CUST-00428,2470.47,EUR,2025-12-30,full-match
PAY-00019012,INV-0019858,CUST-00209,2620.91,EUR,2025-02-24,duplicate
PAY-00004023,INV-0004194,CUST-00597,3149.33,EUR,2025-09-16,full-match
PAY-00014837,INV-0015518,CUST-00425,1524.14,EUR,2025-12-01,duplicate
PAY-00016198,INV-0016948,CUST-00217,295.72,EUR,2025-05-03,full-match
PAY-00005111,INV-0005338,CUST-00187,1499.61,EUR,2025-03-26,full-match
PAY-00020316,INV-X-0007449,CUST-00519,2196.09,EUR,2025-11-18,noise
PAY-00013651,INV-0014303,CUST-00067,1708.99,EUR,2025-09-21,full-match
PAY-00002727,INV-0002851,CUST-00373,1704.70,EUR,2025-03-24,full-match
PAY-00007308,INV-0007662,CUST-00614,3310.59,EUR,2025-10-11,full-match
PAY-00016490,INV-0017247,CUST-00898,1971.30,EUR,2025-12-22,duplicate
PAY-00007748,INV-0008131,CUST-00845,1079.15,EUR,2025-11-13,full-match
PAY-00013622,INV-0014273,CUST-00829,4550.18,EUR,2025-04-12,full-match
PAY-00001107,INV-0001156,CUST-00355,3335.37,EUR,2025-12-24,full-match
PAY-00014708,INV-0015390,CUST-00164,1663.74,EUR,2025-09-05,full-match
PAY-00016934,INV-0017705,CUST-00638,1141.04,EUR,2025-04-30,full-match
PAY-00008162,INV-0008567,CUST-00294,4626.44,EUR,2025-04-19,full-match
PAY-00004891,INV-0005106,CUST-00976,4240.70,EUR,2026-01-03,full-match
PAY-00005012,INV-0005234,CUST-00145,4950.99,EUR,2025-03-12,full-match
PAY-00001245,INV-0001306,CUST-00514,4416.07,EUR,2025-09-06,full-match
PAY-00019902,INV-X-0011572,CUST-00970,2613.64,EUR,2025-03-05,noise
PAY-00011813,INV-0012387,CUST-00331,4338.92,EUR,2026-01-11,full-match
PAY-00008465,INV-0008875,CUST-00983,2690.66,EUR,2025-03-13,duplicate
PAY-00020977,INV-X-0008190,CUST-00767,6391.98,EUR,2025-10-03,noise
PAY-00010898,INV-0011423,CUST-00926,270.08,EUR,2025-04-24,duplicate
PAY-00012170,INV-0012754,CUST-00543,356.79,EUR,2026-01-07,full-match
PAY-00007177,INV-0007524,CUST-00908,770.94,EUR,2025-05-19,full-match
PAY-00011574,INV-0012142,CUST-00556,600.02,EUR,2025-02-22,full-match
PAY-00002845,INV-0002978,CUST-00890,4267.53,EUR,2025-06-21,full-match
PAY-00001912,INV-0002003,CUST-00105,275.57,EUR,2025-10-10,partial
PAY-00007636,INV-0008011,CUST-00007,698.11,EUR,2026-01-04,full-match
PAY-00006300,INV-0006588,CUST-00740,2544.55,EUR,2025-10-17,full-match
PAY-00021765,INV-X-0012405,CUST-00846,5689.80,EUR,2025-12-01,noise
PAY-00016983,INV-0017751,CUST-00782,4125.95,EUR,2025-03-16,full-match
PAY-00024834,INV-X-0001705,CUST-00128,2658.73,EUR,2025-09-21,noise
PAY-00001280,INV-0001340,CUST-00671,1066.82,EUR,2025-07-14,duplicate
PAY-00021805,INV-X-0012713,CUST-00268,2639.38,EUR,2025-11-24,noise
PAY-00001948,INV-0002040,CUST-00689,570.60,EUR,2025-09-20,full-match
PAY-00021726,INV-X-0039010,CUST-00941,502.01,EUR,2025-11-04,noise
PAY-00009373,INV-0009828,CUST-00367,1293.12,EUR,2025-09-22,full-match
PAY-00017710,INV-0018502,CUST-00972,1920.37,EUR,2025-12-26,full-match
PAY-00008037,,CUST-00438,1226.04,EUR,2025-02-03,missing-invoice-id
PAY-00006901,INV-0007232,CUST-00643,3206.92,EUR,2025-03-31,full-match
PAY-00018854,,CUST-00226,245.60,EUR,2025-07-28,missing-invoice-id
PAY-00021528,INV-X-0018073,CUST-00800,3257.89,EUR,2026-02-25,noise
PAY-00003679,INV-0003835,CUST-00895,4001.48,EUR,2025-11-30,full-match
PAY-00011759,INV-0012335,CUST-00684,1790.28,EUR,2025-04-16,full-match
PAY-00004215,INV-0004391,CUST-00186,2342.74,EUR,2026-01-30,full-match
PAY-00002172,INV-0002269,CUST-00311,1211.86,EUR,2025-11-08,full-match
PAY-00013311,INV-0013962,CUST-00097,3533.97,EUR,2025-09-29,full-match
PAY-00012522,INV-0013124,CUST-00993,3885.34,EUR,2025-05-02,full-match
PAY-00023381,INV-X-0023656,CUST-00691,6141.34,EUR,2025-01-29,noise
PAY-00007886,INV-0008280,CUST-00599,4948.52,EUR,2026-01-22,full-match
PAY-00023659,INV-X-0015642,CUST-00498,6824.78,EUR,2025-10-26,noise
PAY-00005440,INV-0005672,CUST-00564,453.69,EUR,2025-11-28,full-match
PAY-00022797,INV-X-0008586,CUST-00081,1905.61,EUR,2025-07-07,noise
PAY-00009378,INV-0009833,CUST-00215,483.11,EUR,2025-07-11,partial
PAY-00004420,INV-0004609,CUST-00712,2389.67,EUR,2025-09-26,full-match
PAY-00018337,INV-0019168,CUST-00112,3247.16,EUR,2025-01-31,full-match
PAY-00015295,INV-0016002,CUST-00095,4448.59,EUR,2026-01-25,full-match
PAY-00004535,INV-0004727,CUST-00749,407.39,EUR,2025-08-13,duplicate
PAY-00005958,INV-0006227,CUST-00840,731.41,EUR,2025-11-16,full-match
PAY-00022628,INV-X-0024586,CUST-00109,493.88,EUR,2025-12-19,noise
PAY-00021829,INV-X-0015810,CUST-00311,3229.04,EUR,2025-10-23,noise
PAY-00008897,INV-0009324,CUST-00742,4747.81,EUR,2025-10-07,full-match
PAY-00008412,INV-0008825,CUST-00938,409.48,EUR,2025-02-20,full-match
PAY-00007516,INV-0007878,CUST-00325,195.16,EUR,2025-03-16,full-match
PAY-00019794,INV-X-0033150,CUST-00512,4498.33,EUR,2025-12-09,noise
PAY-00019615,INV-X-0027047,CUST-00175,2792.72,EUR,2025-07-03,noise
PAY-00005642,INV-0005887,CUST-00608,2356.46,EUR,2025-01-24,full-match
PAY-00023864,INV-X-0027970,CUST-00672,2966.01,EUR,2025-07-11,noise
PAY-00021464,INV-X-0002037,CUST-00026,1532.95,EUR,2025-05-31,noise
PAY-00003406,INV-0003563,CUST-00384,936.08,EUR,2025-02-04,full-match
PAY-00022365,INV-X-0022316,CUST-00293,6702.52,EUR,2025-09-20,noise
PAY-00024624,INV-X-0015655,CUST-00266,3896.75,EUR,2025-04-18,noise
PAY-00010295,INV-0010785,CUST-00093,3942.47,EUR,2025-11-10,full-match
PAY-00000967,INV-0001007,CUST-00492,1038.39,EUR,2025-02-07,full-match
PAY-00000808,INV-0000840,CUST-00845,1098.66,EUR,2025-06-09,full-match
PAY-00024332,INV-X-0029193,CUST-00450,593.52,EUR,2025-01-30,noise
PAY-00003609,INV-0003765,CUST-00861,4643.80,EUR,2025-10-13,overpay
