invoice_id,payment_id,classification,reason
INV-0095515,PAY-00091679,overpaid,paid 1170.66 / due 933.08
INV-0095517,PAY-00091681,overpaid,paid 6054.70 / due 4830.79
INV-0095519,,missing_payment,no payment found
INV-0095524,PAY-00091687,overpaid,paid 5683.39 / due 4204.07
INV-0095529,PAY-00091693|PAY-00091692,duplicate_payment,multiple payments for one invoice
INV-0095534,,missing_payment,no payment found
INV-0095542,,missing_payment,no payment found
INV-0095545,,missing_payment,no payment found
INV-0095546,PAY-00091708|PAY-00091707,duplicate_payment,multiple payments for one invoice
INV-0095549,PAY-00091711,matched_partial,paid 603.40 / due 1811.39
INV-0095554,PAY-00091716,matched_partial,paid 1498.90 / due 3378.51
INV-0095560,,missing_payment,no payment found
INV-0095563,PAY-00091724,matched_partial,paid 409.86 / due 630.02
INV-0095568,,missing_payment,no payment found
INV-0095571,PAY-00091731,overpaid,paid 5983.74 / due 4440.70
INV-0095572,PAY-00091733|PAY-00091732,duplicate_payment,multiple payments for one invoice
INV-0095574,PAY-00091735,matched_partial,paid 726.90 / due 974.41
INV-0095580,PAY-00091741|PAY-00091742,duplicate_payment,multiple payments for one invoice
INV-0095582,PAY-00091744,matched_partial,paid 1232.59 / due 3107.80
INV-0095585,PAY-00091747,matched_partial,paid 1599.43 / due 3060.15
INV-0095589,PAY-00091751,matched_partial,paid 971.48 / due 2844.92
INV-0095598,PAY-00091760|PAY-00091761,duplicate_payment,multiple payments for one invoice
INV-0095601,PAY-00091765|PAY-00091764,duplicate_payment,multiple payments for one invoice
INV-0095603,PAY-00091767,matched_partial,paid 784.29 / due 901.15
INV-0095606,PAY-00091770,overpaid,paid 3964.73 / due 3674.47
INV-0095615,PAY-00091779|PAY-00091780,duplicate_payment,multiple payments for one invoice
INV-0095616,,missing_payment,no payment found
INV-0095617,PAY-00091781,matched_partial,paid 2404.78 / due 3377.83
INV-0095618,,missing_payment,no payment found
INV-0095631,PAY-00091795|PAY-00091794,duplicate_payment,multiple payments for one invoice
INV-0095632,PAY-00091796|PAY-00091797,duplicate_payment,multiple payments for one invoice
INV-0095635,PAY-00091800|PAY-00091801,duplicate_payment,multiple payments for one invoice
INV-0095637,PAY-00091803,matched_partial,paid 37.69 / due 133.99
INV-0095639,PAY-00091805,matched_partial,paid 656.67 / due 1518.97
INV-0095644,PAY-00091810,matched_partial,paid 510.72 / due 972.66
INV-0095645,PAY-00091811,overpaid,paid 696.53 / due 659.78
INV-0095651,,missing_payment,no payment found
INV-0095657,PAY-00091822,matched_partial,paid 639.87 / due 1212.43
INV-0095659,PAY-00091824,matched_partial,paid 233.26 / due 466.03
INV-0095660,,missing_payment,no payment found
INV-0095663,,missing_payment,no payment found
INV-0095671,PAY-00091835,overpaid,paid 82.45 / due 76.72
INV-0095677,PAY-00091841,matched_partial,paid 471.06 / due 1518.24
INV-0095678,,missing_payment,no payment found
INV-0095681,PAY-00091844,matched_partial,paid 363.36 / due 1453.52
INV-0095684,,missing_payment,no payment found
INV-0095685,,missing_payment,no payment found
INV-0095688,,missing_payment,no payment found
INV-0095689,,missing_payment,no payment found
INV-0095693,PAY-00091852,matched_partial,paid 872.69 / due 1763.15
INV-0095699,PAY-00091858,matched_partial,paid 1378.54 / due 2598.71
INV-0095700,PAY-00091859,overpaid,paid 939.24 / due 826.15
INV-0095701,PAY-00091861|PAY-00091860,duplicate_payment,multiple payments for one invoice
INV-0095704,PAY-00091864,matched_partial,paid 137.06 / due 282.52
INV-0095705,,missing_payment,no payment found
INV-0095710,PAY-00091869,overpaid,paid 1834.41 / due 1705.98
INV-0095714,PAY-00091873,overpaid,paid 4245.04 / due 3202.51
INV-0095716,PAY-00091875,matched_partial,paid 1186.24 / due 2405.57
INV-0095720,,missing_payment,no payment found
INV-0095721,,missing_payment,no payment found
INV-0095731,PAY-00091888,matched_partial,paid 2359.24 / due 3644.97
INV-0095733,,missing_payment,no payment found
INV-0095737,PAY-00091893,matched_partial,paid 980.68 / due 3424.48
INV-0095738,PAY-00091894,overpaid,paid 2748.43 / due 2100.40
INV-0095744,,missing_payment,no payment found
INV-0095749,,missing_payment,no payment found
INV-0095752,PAY-00091907,overpaid,paid 4716.49 / due 3940.55
INV-0095754,PAY-00091910|PAY-00091909,duplicate_payment,multiple payments for one invoice
INV-0095760,,missing_payment,no payment found
INV-0095761,PAY-00091918|PAY-00091917,duplicate_payment,multiple payments for one invoice
INV-0095764,,missing_payment,no payment found
INV-0095766,,missing_payment,no payment found
INV-0095771,,missing_payment,no payment found
INV-0095772,PAY-00091928|PAY-00091927,duplicate_payment,multiple payments for one invoice
INV-0095780,,missing_payment,no payment found
INV-0095782,PAY-00091937|PAY-00091938,duplicate_payment,multiple payments for one invoice
INV-0095783,,missing_payment,no payment found
INV-0095789,,missing_payment,no payment found
INV-0095792,,missing_payment,no payment found
INV-0095797,PAY-00091952,overpaid,paid 587.77 / due 461.27
INV-0095800,,missing_payment,no payment found
INV-0095801,,missing_payment,no payment found
INV-0095803,PAY-00091956,overpaid,paid 4868.01 / due 3563.81
INV-0095804,,missing_payment,no payment found
INV-0095807,,missing_payment,no payment found
INV-0095809,PAY-00091963|PAY-00091962,duplicate_payment,multiple payments for one invoice
INV-0095815,,missing_payment,no payment found
INV-0095816,PAY-00091970|PAY-00091971,duplicate_payment,multiple payments for one invoice
INV-0095830,PAY-00091986|PAY-00091985,duplicate_payment,multiple payments for one invoice
INV-0095835,,missing_payment,no payment found
INV-0095836,,missing_payment,no payment found
INV-0095840,,missing_payment,no payment found
INV-0095842,PAY-00091996|PAY-00091997,duplicate_payment,multiple payments for one invoice
INV-0095850,,missing_payment,no payment found
INV-0095853,PAY-00092007,overpaid,paid 976.96 / due 852.45
INV-0095857,,missing_payment,no payment found
INV-0095863,PAY-00092016,matched_partial,paid 2257.36 / due 3428.99
INV-0095864,PAY-00092017,overpaid,paid 5237.21 / due 4634.90
INV-0095865,PAY-00092019|PAY-00092018,duplicate_payment,multiple payments for one invoice
INV-0095869,PAY-00092023,overpaid,paid 657.33 / due 526.67
INV-0095870,PAY-00092024,matched_partial,paid 585.63 / due 2061.16
INV-0095874,,missing_payment,no payment found
INV-0095876,,missing_payment,no payment found
INV-0095887,,missing_payment,no payment found
INV-0095888,,missing_payment,no payment found
INV-0095891,PAY-00092041,matched_partial,paid 3175.53 / due 3533.86
INV-0095892,,missing_payment,no payment found
INV-0095894,PAY-00092043|PAY-00092044,duplicate_payment,multiple payments for one invoice
INV-0095897,,missing_payment,no payment found
INV-0095899,PAY-00092048,matched_partial,paid 1890.76 / due 4035.71
INV-0095902,,missing_payment,no payment found
INV-0095906,PAY-00092054,matched_partial,paid 3036.81 / due 4685.04
INV-0095916,PAY-00092064,overpaid,paid 2314.48 / due 1861.60
INV-0095925,PAY-00092073,matched_partial,paid 3661.30 / due 4797.31
INV-0095928,PAY-00092076,matched_partial,paid 979.00 / due 1471.14
INV-0095932,PAY-00092080|PAY-00092081,duplicate_payment,multiple payments for one invoice
INV-0095934,PAY-00092084|PAY-00092083,duplicate_payment,multiple payments for one invoice
INV-0095938,,missing_payment,no payment found
INV-0095939,PAY-00092088,overpaid,paid 4275.48 / due 3946.98
INV-0095940,PAY-00092089,matched_partial,paid 3918.19 / due 4515.97
INV-0095949,PAY-00092098,matched_partial,paid 2296.15 / due 2562.44
INV-0095956,PAY-00092105,matched_partial,paid 1110.30 / due 1633.76
INV-0095958,,missing_payment,no payment found
INV-0095959,,missing_payment,no payment found
INV-0095970,PAY-00092118,matched_partial,paid 1907.17 / due 2946.25
INV-0095971,,missing_payment,no payment found
INV-0095972,PAY-00092119|PAY-00092120,duplicate_payment,multiple payments for one invoice
INV-0095973,PAY-00092121,matched_partial,paid 1081.53 / due 2304.40
INV-0095974,,missing_payment,no payment found
INV-0095976,PAY-00092124,matched_partial,paid 818.10 / due 1872.98
INV-0095982,PAY-00092130|PAY-00092131,duplicate_payment,multiple payments for one invoice
INV-0095984,PAY-00092133,overpaid,paid 1771.56 / due 1435.04
INV-0095995,PAY-00092145|PAY-00092144,duplicate_payment,multiple payments for one invoice
INV-0096003,PAY-00092154|PAY-00092153,duplicate_payment,multiple payments for one invoice
INV-0096009,,missing_payment,no payment found
INV-0096012,,missing_payment,no payment found
INV-0096018,PAY-00092167,matched_partial,paid 610.35 / due 799.81
INV-0096020,PAY-00092170|PAY-00092169,duplicate_payment,multiple payments for one invoice
INV-0096024,,missing_payment,no payment found
INV-0096025,,missing_payment,no payment found
INV-0096027,PAY-00092175,matched_partial,paid 1954.03 / due 4877.29
INV-0096033,PAY-00092181|PAY-00092182,duplicate_payment,multiple payments for one invoice
INV-0096035,PAY-00092184,matched_partial,paid 1177.62 / due 1384.63
INV-0096037,,missing_payment,no payment found
INV-0096040,,missing_payment,no payment found
INV-0096042,,missing_payment,no payment found
INV-0096044,PAY-00092192|PAY-00092191,duplicate_payment,multiple payments for one invoice
INV-0096051,,missing_payment,no payment found
INV-0096054,PAY-00092201,overpaid,paid 3395.58 / due 2983.17
INV-0096066,,missing_payment,no payment found
INV-0096075,,missing_payment,no payment found
INV-0096077,,missing_payment,no payment found
INV-0096085,,missing_payment,no payment found
INV-0096086,PAY-00092231,overpaid,paid 3662.42 / due 2989.67
INV-0096088,PAY-00092233,matched_partial,paid 2557.24 / due 4284.75
INV-0096092,PAY-00092237,overpaid,paid 273.04 / due 255.98
INV-0096097,PAY-00092242,matched_partial,paid 1333.93 / due 4331.42
INV-0096098,PAY-00092243,overpaid,paid 2027.92 / due 1613.53
INV-0096099,,missing_payment,no payment found
INV-0096101,,missing_payment,no payment found
INV-0096108,PAY-00092251,overpaid,paid 1383.19 / due 1050.08
INV-0096109,PAY-00092252,overpaid,paid 5636.00 / due 4760.67
INV-0096111,,missing_payment,no payment found
INV-0096113,PAY-00092255,overpaid,paid 4111.58 / due 3716.90
INV-0096115,PAY-00092257,overpaid,paid 5426.00 / due 4970.94
INV-0096121,PAY-00092263,matched_partial,paid 3158.83 / due 4812.73
INV-0096122,PAY-00092264,matched_partial,paid 1394.27 / due 1648.60
INV-0096123,PAY-00092265,overpaid,paid 158.37 / due 130.08
INV-0096136,,missing_payment,no payment found
INV-0096139,,missing_payment,no payment found
INV-0096141,PAY-00092281|PAY-00092282,duplicate_payment,multiple payments for one invoice
INV-0096145,PAY-00092286|PAY-00092287,duplicate_payment,multiple payments for one invoice
INV-0096147,PAY-00092289,overpaid,paid 1154.53 / due 968.26
INV-0096150,PAY-00092292,matched_partial,paid 3623.04 / due 4237.43
INV-0096154,,missing_payment,no payment found
INV-0096156,PAY-00092297,matched_partial,paid 2484.02 / due 3066.74
INV-0096165,PAY-00092306|PAY-00092307,duplicate_payment,multiple payments for one invoice
INV-0096166,PAY-00092308,matched_partial,paid 3828.71 / due 4609.55
INV-0096167,PAY-00092309|PAY-00092310,duplicate_payment,multiple payments for one invoice
INV-0096176,PAY-00092319,matched_partial,paid 258.57 / due 734.02
INV-0096177,PAY-00092320|PAY-00092321,duplicate_payment,multiple payments for one invoice
INV-0096178,PAY-00092322,matched_partial,paid 1030.17 / due 1517.51
INV-0096179,,missing_payment,no payment found
INV-0096181,PAY-00092324,overpaid,paid 4128.13 / due 3290.02
INV-0096187,,missing_payment,no payment found
INV-0096188,PAY-00092330,matched_partial,paid 91.66 / due 320.03
INV-0096191,PAY-00092333|PAY-00092334,duplicate_payment,multiple payments for one invoice
INV-0096194,PAY-00092337,matched_partial,paid 770.01 / due 1309.55
INV-0096201,PAY-00092344,overpaid,paid 4429.35 / due 3428.55
INV-0096202,,missing_payment,no payment found
INV-0096204,PAY-00092346|PAY-00092347,duplicate_payment,multiple payments for one invoice
INV-0096205,,missing_payment,no payment found
INV-0096211,,missing_payment,no payment found
INV-0096214,PAY-00092355,matched_partial,paid 2989.46 / due 3801.50
INV-0096234,,missing_payment,no payment found
INV-0096236,,missing_payment,no payment found
INV-0096243,PAY-00092382,matched_partial,paid 1759.30 / due 4682.27
INV-0096244,PAY-00092383|PAY-00092384,duplicate_payment,multiple payments for one invoice
INV-0096247,PAY-00092387,matched_partial,paid 1192.63 / due 3126.20
INV-0096249,PAY-00092389|PAY-00092390,duplicate_payment,multiple payments for one invoice
INV-0096251,PAY-00092392,overpaid,paid 5130.69 / due 4214.16
INV-0096255,,missing_payment,no payment found
INV-0096260,,missing_payment,no payment found
INV-0096263,PAY-00092402,matched_partial,paid 1667.26 / due 4666.65
INV-0096265,,missing_payment,no payment found
INV-0096267,PAY-00092406,overpaid,paid 2586.56 / due 1915.08
INV-0096275,PAY-00092414,overpaid,paid 3172.39 / due 2824.02
INV-0096276,,missing_payment,no payment found
INV-0096279,,missing_payment,no payment found
INV-0096295,,missing_payment,no payment found
INV-0096297,PAY-00092434,matched_partial,paid 384.58 / due 654.03
INV-0096315,,missing_payment,no payment found
INV-0096321,PAY-00092457,matched_partial,paid 2222.53 / due 2555.40
INV-0096322,PAY-00092458,overpaid,paid 6700.87 / due 4830.14
INV-0096333,,missing_payment,no payment found
INV-0096335,PAY-00092471,overpaid,paid 2730.48 / due 2308.14
INV-0096343,PAY-00092479,overpaid,paid 3666.80 / due 3018.65
INV-0096347,,missing_payment,no payment found
INV-0096352,,missing_payment,no payment found
INV-0096354,PAY-00092488,matched_partial,paid 1617.63 / due 2028.55
INV-0096367,PAY-00092501,overpaid,paid 833.82 / due 660.72
INV-0096369,PAY-00092503,matched_partial,paid 2052.22 / due 2536.42
INV-0096372,PAY-00092506,matched_partial,paid 1161.99 / due 4428.83
INV-0096377,PAY-00092511,matched_partial,paid 1099.99 / due 1441.12
INV-0096381,PAY-00092515,matched_partial,paid 932.63 / due 1194.83
INV-0096383,,missing_payment,no payment found
INV-0096385,PAY-00092518,matched_partial,paid 980.70 / due 1513.13
INV-0096389,PAY-00092522,overpaid,paid 911.84 / due 713.95
INV-0096401,,missing_payment,no payment found
INV-0096409,PAY-00092541,matched_partial,paid 51.65 / due 125.27
INV-0096412,PAY-00092545|PAY-00092544,duplicate_payment,multiple payments for one invoice
INV-0096417,PAY-00092550,matched_partial,paid 1651.08 / due 3923.71
INV-0096419,,missing_payment,no payment found
INV-0096420,PAY-00092553|PAY-00092552,duplicate_payment,multiple payments for one invoice
INV-0096421,PAY-00092554,matched_partial,paid 598.83 / due 2726.60
INV-0096422,PAY-00092556|PAY-00092555,duplicate_payment,multiple payments for one invoice
INV-0096425,PAY-00092559|PAY-00092560,duplicate_payment,multiple payments for one invoice
INV-0096430,PAY-00092565,overpaid,paid 3883.66 / due 3622.43
INV-0096431,PAY-00092566,overpaid,paid 5137.92 / due 4305.33
INV-0096432,PAY-00092568|PAY-00092567,duplicate_payment,multiple payments for one invoice
INV-0096436,PAY-00092572,matched_partial,paid 586.99 / due 769.17
INV-0096442,PAY-00092578|PAY-00092579,duplicate_payment,multiple payments for one invoice
INV-0096456,PAY-00092594|PAY-00092593,duplicate_payment,multiple payments for one invoice
INV-0096461,PAY-00092599,overpaid,paid 1539.79 / due 1184.18
INV-0096463,,missing_payment,no payment found
INV-0096464,PAY-00092602|PAY-00092601,duplicate_payment,multiple payments for one invoice
INV-0096467,,missing_payment,no payment found
INV-0096468,PAY-00092605,matched_partial,paid 2612.29 / due 4576.66
INV-0096469,PAY-00092606,matched_partial,paid 615.90 / due 797.47
INV-0096471,,missing_payment,no payment found
INV-0096472,PAY-00092608,matched_partial,paid 1021.93 / due 1928.58
INV-0096476,PAY-00092612,matched_partial,paid 1631.76 / due 4753.71
INV-0096481,PAY-00092618|PAY-00092617,duplicate_payment,multiple payments for one invoice
INV-0096482,PAY-00092619,matched_partial,paid 579.06 / due 2337.59
INV-0096484,,missing_payment,no payment found
INV-0096490,PAY-00092626,overpaid,paid 5148.38 / due 4206.97
INV-0096491,PAY-00092628|PAY-00092627,duplicate_payment,multiple payments for one invoice
INV-0096492,PAY-00092630|PAY-00092629,duplicate_payment,multiple payments for one invoice
INV-0096495,,missing_payment,no payment found
INV-0096498,,missing_payment,no payment found
INV-0096499,PAY-00092636|PAY-00092637,duplicate_payment,multiple payments for one invoice
INV-0096503,PAY-00092641,overpaid,paid 625.12 / due 495.24
INV-0096505,,missing_payment,no payment found
INV-0096508,,missing_payment,no payment found
INV-0096512,PAY-00092648,overpaid,paid 5366.99 / due 4814.44
INV-0096513,PAY-00092649,matched_partial,paid 900.17 / due 1470.56
INV-0096514,,missing_payment,no payment found
INV-0096517,PAY-00092654|PAY-00092653,duplicate_payment,multiple payments for one invoice
INV-0096525,,missing_payment,no payment found
INV-0096531,PAY-00092667,matched_partial,paid 1027.68 / due 1828.35
INV-0096532,PAY-00092669|PAY-00092668,duplicate_payment,multiple payments for one invoice
INV-0096535,PAY-00092672|PAY-00092673,duplicate_payment,multiple payments for one invoice
INV-0096538,,missing_payment,no payment found
INV-0096541,,missing_payment,no payment found
INV-0096546,PAY-00092682,overpaid,paid 6313.85 / due 4579.16
INV-0096551,,missing_payment,no payment found
INV-0096552,,missing_payment,no payment found
INV-0096553,PAY-00092688,matched_partial,paid 1273.06 / due 3628.91
INV-0096567,,missing_payment,no payment found
INV-0096570,PAY-00092704,matched_partial,paid 2774.33 / due 4331.00
INV-0096571,PAY-00092705|PAY-00092706,duplicate_payment,multiple payments for one invoice
INV-0096572,,missing_payment,no payment found
INV-0096573,PAY-00092708|PAY-00092709,duplicate_payment,multiple payments for one invoice
INV-0096574,PAY-00092710,matched_partial,paid 2765.77 / due 3829.93
INV-0096577,PAY-00092713,overpaid,paid 4342.10 / due 3163.37
INV-0096579,,missing_payment,no payment found
INV-0096580,PAY-00092715|PAY-00092716,duplicate_payment,multiple payments for one invoice
INV-0096584,,missing_payment,no payment found
INV-0096588,,missing_payment,no payment found
INV-0096591,,missing_payment,no payment found
INV-0096594,,missing_payment,no payment found
INV-0096596,PAY-00092728|PAY-00092729,duplicate_payment,multiple payments for one invoice
INV-0096602,,missing_payment,no payment found
INV-0096605,PAY-00092737|PAY-00092738,duplicate_payment,multiple payments for one invoice
INV-0096610,,missing_payment,no payment found
INV-0096612,PAY-00092744,matched_partial,paid 304.49 / due 681.47
INV-0096615,PAY-00092747,matched_partial,paid 1421.25 / due 3774.14
INV-0096625,PAY-00092757,matched_partial,paid 535.26 / due 2379.98
INV-0096637,,missing_payment,no payment found
INV-0096638,PAY-00092769,matched_partial,paid 2811.30 / due 4319.43
INV-0096641,PAY-00092772,matched_partial,paid 655.11 / due 1349.49
INV-0096642,PAY-00092773,matched_partial,paid 818.23 / due 2246.19
INV-0096648,PAY-00092779,matched_partial,paid 3721.75 / due 4716.51
INV-0096650,,missing_payment,no payment found
INV-0096663,PAY-00092793,overpaid,paid 6070.33 / due 4443.61
INV-0096666,PAY-00092796,overpaid,paid 4314.63 / due 3082.37
INV-0096669,PAY-00092799,matched_partial,paid 1751.00 / due 3339.93
INV-0096675,,missing_payment,no payment found
INV-0096676,PAY-00092805,matched_partial,paid 616.03 / due 1492.98
INV-0096680,PAY-00092809,matched_partial,paid 1020.03 / due 4905.26
INV-0096681,,missing_payment,no payment found
INV-0096682,PAY-00092810,matched_partial,paid 3210.21 / due 4379.60
INV-0096695,,missing_payment,no payment found
INV-0096697,PAY-00092824,overpaid,paid 5226.43 / due 4863.13
INV-0096698,PAY-00092825,matched_partial,paid 3241.61 / due 4713.87
INV-0096701,,missing_payment,no payment found
INV-0096704,,missing_payment,no payment found
INV-0096706,PAY-00092831,overpaid,paid 6087.34 / due 4443.96
INV-0096708,PAY-00092833,matched_partial,paid 3096.79 / due 4063.55
INV-0096720,PAY-00092845|PAY-00092846,duplicate_payment,multiple payments for one invoice
INV-0096722,PAY-00092848,overpaid,paid 4299.61 / due 3912.28
INV-0096725,PAY-00092851,matched_partial,paid 1731.87 / due 2681.05
INV-0096727,,missing_payment,no payment found
INV-0096728,PAY-00092853,overpaid,paid 1387.51 / due 1275.32
INV-0096733,PAY-00092858,matched_partial,paid 130.97 / due 360.61
INV-0096734,PAY-00092859,matched_partial,paid 525.33 / due 742.26
INV-0096739,,missing_payment,no payment found
INV-0096742,PAY-00092866,overpaid,paid 625.31 / due 462.67
INV-0096744,PAY-00092868,overpaid,paid 3574.22 / due 3398.04
INV-0096745,,missing_payment,no payment found
INV-0096756,,missing_payment,no payment found
INV-0096760,PAY-00092883|PAY-00092882,duplicate_payment,multiple payments for one invoice
INV-0096764,PAY-00092887,matched_partial,paid 2193.42 / due 3441.55
INV-0096765,,missing_payment,no payment found
INV-0096773,PAY-00092897|PAY-00092896,duplicate_payment,multiple payments for one invoice
INV-0096775,,missing_payment,no payment found
INV-0096782,PAY-00092905,matched_partial,paid 381.35 / due 731.52
INV-0096787,PAY-00092910,overpaid,paid 3973.98 / due 3093.74
INV-0096796,PAY-00092919,overpaid,paid 3540.50 / due 2849.20
INV-0096799,,missing_payment,no payment found
INV-0096805,PAY-00092927|PAY-00092928,duplicate_payment,multiple payments for one invoice
INV-0096807,,missing_payment,no payment found
INV-0096811,PAY-00092933,matched_partial,paid 172.04 / due 337.92
INV-0096814,,missing_payment,no payment found
INV-0096815,,missing_payment,no payment found
INV-0096816,PAY-00092936,overpaid,paid 3643.84 / due 3273.68
INV-0096825,PAY-00092945,matched_partial,paid 361.35 / due 1223.92
INV-0096830,,missing_payment,no payment found
INV-0096831,,missing_payment,no payment found
INV-0096835,PAY-00092954|PAY-00092953,duplicate_payment,multiple payments for one invoice
INV-0096837,PAY-00092956,overpaid,paid 2766.64 / due 2040.38
INV-0096839,PAY-00092958,overpaid,paid 4598.50 / due 3921.33
INV-0096840,PAY-00092960|PAY-00092959,duplicate_payment,multiple payments for one invoice
INV-0096844,,missing_payment,no payment found
INV-0096848,,missing_payment,no payment found
INV-0096851,PAY-00092970,overpaid,paid 4504.53 / due 3247.79
INV-0096854,PAY-00092973|PAY-00092974,duplicate_payment,multiple payments for one invoice
INV-0096856,PAY-00092976,matched_partial,paid 233.29 / due 352.11
INV-0096857,PAY-00092977,matched_partial,paid 933.78 / due 2489.00
INV-0096858,PAY-00092979|PAY-00092978,duplicate_payment,multiple payments for one invoice
INV-0096859,,missing_payment,no payment found
INV-0096863,PAY-00092984|PAY-00092983,duplicate_payment,multiple payments for one invoice
INV-0096865,,missing_payment,no payment found
INV-0096868,,missing_payment,no payment found
INV-0096871,,missing_payment,no payment found
INV-0096872,PAY-00092992|PAY-00092991,duplicate_payment,multiple payments for one invoice
INV-0096877,,missing_payment,no payment found
INV-0096878,,missing_payment,no payment found
INV-0096882,PAY-00093000,matched_partial,paid 399.49 / due 599.86
INV-0096884,,missing_payment,no payment found
INV-0096888,PAY-00093005,overpaid,paid 2705.75 / due 2022.60
INV-0096890,PAY-00093007,matched_partial,paid 1012.50 / due 4222.93
INV-0096891,PAY-00093008,matched_partial,paid 1123.62 / due 2807.66
INV-0096893,,missing_payment,no payment found
INV-0096895,PAY-00093012,overpaid,paid 2967.12 / due 2358.12
INV-0096907,PAY-00093024,matched_partial,paid 1067.53 / due 1390.60
INV-0096911,,missing_payment,no payment found
INV-0096912,PAY-00093028,overpaid,paid 3364.66 / due 3112.37
INV-0096913,PAY-00093029,overpaid,paid 2039.35 / due 1925.06
INV-0096914,PAY-00093030,overpaid,paid 2265.82 / due 1639.74
INV-0096915,PAY-00093031,matched_partial,paid 2294.92 / due 2695.87
INV-0096917,,missing_payment,no payment found
INV-0096919,PAY-00093034,matched_partial,paid 1020.11 / due 3049.00
INV-0096921,PAY-00093036,matched_partial,paid 1822.56 / due 2909.90
INV-0096930,PAY-00093045,overpaid,paid 1955.79 / due 1801.59
INV-0096932,,missing_payment,no payment found
INV-0096948,PAY-00093063|PAY-00093064,duplicate_payment,multiple payments for one invoice
INV-0096951,PAY-00093067,matched_partial,paid 1318.17 / due 2223.11
INV-0096953,PAY-00093069,matched_partial,paid 1284.22 / due 1866.28
INV-0096954,PAY-00093070,matched_partial,paid 2252.13 / due 4707.13
INV-0096960,PAY-00093076|PAY-00093077,duplicate_payment,multiple payments for one invoice
INV-0096964,PAY-00093081,overpaid,paid 3316.43 / due 3116.21
INV-0096965,PAY-00093082,matched_partial,paid 74.34 / due 112.78
INV-0096966,,missing_payment,no payment found
INV-0096967,PAY-00093084,matched_partial,paid 28.81 / due 140.41
INV-0096969,,missing_payment,no payment found
INV-0096970,PAY-00093086,overpaid,paid 2221.04 / due 2013.56
INV-0096971,,missing_payment,no payment found
INV-0096979,PAY-00093094,matched_partial,paid 1165.44 / due 3463.56
INV-0096980,PAY-00093095,matched_partial,paid 1421.76 / due 4426.49
INV-0096983,,missing_payment,no payment found
INV-0096987,,missing_payment,no payment found
INV-0096989,,missing_payment,no payment found
INV-0097004,,missing_payment,no payment found
INV-0097010,PAY-00093122|PAY-00093121,duplicate_payment,multiple payments for one invoice
INV-0097012,PAY-00093124,matched_partial,paid 795.23 / due 1402.83
INV-0097013,,missing_payment,no payment found
INV-0097016,,missing_payment,no payment found
INV-0097021,PAY-00093132|PAY-00093133,duplicate_payment,multiple payments for one invoice
INV-0097033,PAY-00093145,matched_partial,paid 457.66 / due 707.54
INV-0097040,PAY-00093152,matched_partial,paid 3490.47 / due 4005.20
INV-0097041,,missing_payment,no payment found
INV-0097045,PAY-00093156,matched_partial,paid 2477.35 / due 2967.92
INV-0097049,,missing_payment,no payment found
INV-0097051,PAY-00093162|PAY-00093161,duplicate_payment,multiple payments for one invoice
INV-0097055,,missing_payment,no payment found
INV-0097057,,missing_payment,no payment found
INV-0097059,PAY-00093168,overpaid,paid 1545.43 / due 1194.72
INV-0097063,PAY-00093172,matched_partial,paid 353.32 / due 627.98
INV-0097066,,missing_payment,no payment found
INV-0097069,,missing_payment,no payment found
INV-0097071,PAY-00093178,matched_partial,paid 1165.55 / due 2373.95
INV-0097078,PAY-00093185,overpaid,paid 4923.37 / due 3994.19
INV-0097082,PAY-00093190|PAY-00093189,duplicate_payment,multiple payments for one invoice
INV-0097086,PAY-00093194|PAY-00093195,duplicate_payment,multiple payments for one invoice
INV-0097088,PAY-00093197,matched_partial,paid 1838.80 / due 2295.26
INV-0097089,PAY-00093198,overpaid,paid 3003.99 / due 2312.82
INV-0097090,PAY-00093199,matched_partial,paid 2768.12 / due 3643.85
INV-0097092,,missing_payment,no payment found
INV-0097093,PAY-00093201,overpaid,paid 5165.66 / due 4259.87
INV-0097096,,missing_payment,no payment found
INV-0097097,,missing_payment,no payment found
INV-0097103,,missing_payment,no payment found
INV-0097104,PAY-00093209,overpaid,paid 1937.81 / due 1689.81
INV-0097108,,missing_payment,no payment found
INV-0097118,PAY-00093222|PAY-00093223,duplicate_payment,multiple payments for one invoice
INV-0097119,PAY-00093224,overpaid,paid 2709.48 / due 2179.09
INV-0097120,PAY-00093225,matched_partial,paid 2043.26 / due 4491.74
INV-0097121,PAY-00093226,matched_partial,paid 135.62 / due 300.07
INV-0097123,,missing_payment,no payment found
INV-0097125,PAY-00093230,matched_partial,paid 1558.23 / due 4067.09
INV-0097126,PAY-00093231,matched_partial,paid 1456.56 / due 2490.48
INV-0097127,PAY-00093232,overpaid,paid 2719.70 / due 2136.33
INV-0097128,PAY-00093233,matched_partial,paid 2247.40 / due 3723.06
INV-0097129,PAY-00093235|PAY-00093234,duplicate_payment,multiple payments for one invoice
INV-0097130,,missing_payment,no payment found
INV-0097133,PAY-00093238,matched_partial,paid 278.43 / due 913.55
INV-0097136,PAY-00093241,overpaid,paid 2891.31 / due 2300.59
INV-0097146,,missing_payment,no payment found
INV-0097155,PAY-00093259|PAY-00093260,duplicate_payment,multiple payments for one invoice
INV-0097157,,missing_payment,no payment found
INV-0097158,PAY-00093262,matched_partial,paid 220.01 / due 297.60
INV-0097160,,missing_payment,no payment found
INV-0097166,PAY-00093269|PAY-00093270,duplicate_payment,multiple payments for one invoice
INV-0097167,,missing_payment,no payment found
